dataset_id,dataset_name,species.key,bwg_name,category_range,stage,size_mm,bromeliad,abundance
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,266,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,271,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,276,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,281,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,286,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,291,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,296,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,301,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,306,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,311,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,316,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,321,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,326,0
6,Cardoso2008,3431,Diptera.7,category,larva,unknown,331,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,211,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,216,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,221,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,226,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,231,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,236,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,241,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,246,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,251,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,256,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,261,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,266,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,271,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,276,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,281,2
6,Cardoso2008,3436,Diptera.184,category,larva,11,286,1
6,Cardoso2008,3436,Diptera.184,category,larva,11,291,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,296,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,301,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,306,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,311,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,316,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,321,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,326,0
6,Cardoso2008,3436,Diptera.184,category,larva,11,331,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,211,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,216,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,221,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,226,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,231,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,236,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,241,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,246,3
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,251,1
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,256,1
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,261,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,266,3
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,271,2
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,276,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,281,2
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,286,1
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,291,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,296,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,301,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,306,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,311,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,316,1
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,321,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,326,0
6,Cardoso2008,3471,Diptera.30,category,larva,unknown,331,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,211,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,216,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,221,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,226,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,231,2
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,236,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,241,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,246,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,251,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,256,3
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,261,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,266,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,271,3
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,276,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,281,2
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,286,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,291,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,296,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,301,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,306,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,311,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,316,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,321,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,326,0
6,Cardoso2008,3621,Diptera.20,category,larva,unknown,331,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,211,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,216,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,221,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,226,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,231,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,236,6
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,241,1
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,246,5
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,251,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,256,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,261,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,266,9
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,271,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,276,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,281,6
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,286,10
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,291,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,296,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,301,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,306,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,311,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,316,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,321,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,326,0
6,Cardoso2008,3626,Diptera.22,category,larva,unknown,331,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,211,1
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,216,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,221,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,226,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,231,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,236,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,241,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,246,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,251,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,256,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,261,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,266,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,271,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,276,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,281,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,286,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,291,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,296,1
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,301,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,306,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,311,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,316,21
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,321,1
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,326,0
6,Cardoso2008,3651,Diptera.4,category,larva,unknown,331,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,211,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,216,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,221,1
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,226,1
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,231,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,236,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,241,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,246,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,251,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,256,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,261,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,266,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,271,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,276,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,281,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,286,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,291,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,296,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,301,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,306,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,311,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,316,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,321,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,326,0
6,Cardoso2008,3986,Diptera.171,category,larva,unknown,331,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,211,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,216,2
6,Cardoso2008,3991,Diptera.175,category,larva,35,221,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,226,1
6,Cardoso2008,3991,Diptera.175,category,larva,35,231,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,236,7
6,Cardoso2008,3991,Diptera.175,category,larva,35,241,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,246,12
6,Cardoso2008,3991,Diptera.175,category,larva,35,251,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,256,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,261,1
6,Cardoso2008,3991,Diptera.175,category,larva,35,266,21
6,Cardoso2008,3991,Diptera.175,category,larva,35,271,7
6,Cardoso2008,3991,Diptera.175,category,larva,35,276,1
6,Cardoso2008,3991,Diptera.175,category,larva,35,281,8
6,Cardoso2008,3991,Diptera.175,category,larva,35,286,15
6,Cardoso2008,3991,Diptera.175,category,larva,35,291,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,296,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,301,4
6,Cardoso2008,3991,Diptera.175,category,larva,35,306,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,311,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,316,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,321,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,326,0
6,Cardoso2008,3991,Diptera.175,category,larva,35,331,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,211,1
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,216,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,221,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,226,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,231,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,236,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,241,1
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,246,2
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,251,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,256,1
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,261,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,266,6
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,271,3
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,276,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,281,2
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,286,2
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,291,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,296,15
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,301,3
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,306,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,311,5
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,316,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,321,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,326,0
6,Cardoso2008,3996,Diptera.190,category,larva,unknown,331,0
6,Cardoso2008,4006,Diptera.206,category,larva,5,211,14
6,Cardoso2008,4006,Diptera.206,category,larva,5,216,21
6,Cardoso2008,4006,Diptera.206,category,larva,5,221,7
6,Cardoso2008,4006,Diptera.206,category,larva,5,226,12
6,Cardoso2008,4006,Diptera.206,category,larva,5,231,18
6,Cardoso2008,4006,Diptera.206,category,larva,5,236,29
6,Cardoso2008,4006,Diptera.206,category,larva,5,241,4
6,Cardoso2008,4006,Diptera.206,category,larva,5,246,75
6,Cardoso2008,4006,Diptera.206,category,larva,5,251,0
6,Cardoso2008,4006,Diptera.206,category,larva,5,256,31
6,Cardoso2008,4006,Diptera.206,category,larva,5,261,2
6,Cardoso2008,4006,Diptera.206,category,larva,5,266,57
6,Cardoso2008,4006,Diptera.206,category,larva,5,271,82
6,Cardoso2008,4006,Diptera.206,category,larva,5,276,11
6,Cardoso2008,4006,Diptera.206,category,larva,5,281,11
6,Cardoso2008,4006,Diptera.206,category,larva,5,286,89
6,Cardoso2008,4006,Diptera.206,category,larva,5,291,0
6,Cardoso2008,4006,Diptera.206,category,larva,5,296,0
6,Cardoso2008,4006,Diptera.206,category,larva,5,301,31
6,Cardoso2008,4006,Diptera.206,category,larva,5,306,7
6,Cardoso2008,4006,Diptera.206,category,larva,5,311,14
6,Cardoso2008,4006,Diptera.206,category,larva,5,316,0
6,Cardoso2008,4006,Diptera.206,category,larva,5,321,0
6,Cardoso2008,4006,Diptera.206,category,larva,5,326,0
6,Cardoso2008,4006,Diptera.206,category,larva,5,331,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,211,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,216,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,221,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,226,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,231,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,236,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,241,2
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,246,3
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,251,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,256,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,261,2
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,266,3
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,271,9
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,276,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,281,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,286,16
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,291,1
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,296,7
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,301,18
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,306,3
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,311,0
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,316,33
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,321,23
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,326,30
6,Cardoso2008,4011,Diptera.207,category,larva,unknown,331,3
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,211,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,216,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,221,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,226,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,231,1
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,236,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,241,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,246,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,251,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,256,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,261,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,266,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,271,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,276,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,281,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,286,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,291,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,296,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,301,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,306,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,311,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,316,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,321,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,326,0
6,Cardoso2008,4016,Diptera.236,category,larva,unknown,331,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,211,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,216,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,221,6
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,226,7
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,231,1
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,236,1
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,241,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,246,19
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,251,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,256,5
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,261,1
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,266,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,271,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,276,3
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,281,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,286,4
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,291,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,296,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,301,1
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,306,10
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,311,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,316,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,321,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,326,0
6,Cardoso2008,4026,Diptera.263,category,larva,unknown,331,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,211,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,216,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,221,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,226,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,231,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,236,2
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,241,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,246,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,251,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,256,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,261,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,266,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,271,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,276,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,281,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,286,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,291,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,296,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,301,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,306,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,311,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,316,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,321,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,326,0
6,Cardoso2008,4036,Diptera.5,category,larva,unknown,331,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,211,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,216,8
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,221,1
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,226,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,231,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,236,203
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,241,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,246,40
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,251,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,256,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,261,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,266,74
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,271,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,276,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,281,9
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,286,30
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,291,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,296,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,301,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,306,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,311,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,316,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,321,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,326,0
6,Cardoso2008,4051,Diptera.80,category,larva,unknown,331,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,211,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,216,4
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,221,1
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,226,1
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,231,10
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,236,5
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,241,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,246,23
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,251,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,256,6
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,261,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,266,8
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,271,10
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,276,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,281,8
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,286,18
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,291,2
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,296,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,301,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,306,1
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,311,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,316,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,321,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,326,0
6,Cardoso2008,4336,Diptera.358,category,larva,unknown,331,0
6,Cardoso2008,4341,Diptera.359,category,larva,unknown,211,0
